Mod:Item:MetaData, Localized Name
tfc:farmland/basalt, Basalt Farmland
tfc:farmland/andesite, Andesite Farmland
tfc:farmland/dacite, Dacite Farmland
tfc:farmland/quartzite, Quartzite Farmland
tfc:farmland/slate, Slate Farmland
tfc:farmland/phyllite, Phyllite Farmland
tfc:farmland/schist, Schist Farmland
tfc:farmland/gneiss, Gneiss Farmland
tfc:farmland/marble, Marble Farmland
tfc:farmland/breccia, Breccia Farmland
tfc:farmland/porphyry, Porphyry Farmland
tfc:farmland/peridotite, Peridotite Farmland
tfc:farmland/mudstone, Mudstone Farmland
tfc:farmland/sandstone, Sandstone Farmland
tfc:farmland/siltstone, Siltstone Farmland
tfc:farmland/catlinite, Catlinite Farmland
tfc:farmland/novaculite, Novaculite Farmland
tfc:farmland/soapstone, Soapstone Farmland
tfc:farmland/komatiite, Komatiite Farmland
tfc:path/granite, Granite Path
tfc:path/diorite, Diorite Path
tfc:path/gabbro, Gabbro Path
tfc:path/shale, Shale Path
tfc:path/claystone, Claystone Path
tfc:path/rocksalt, Rocksalt Path
tfc:path/limestone, Limestone Path
tfc:path/conglomerate, Conglomerate Path
tfc:path/dolomite, Dolomite Path
tfc:path/chert, Chert Path
tfc:path/chalk, Chalk Path
tfc:path/rhyolite, Rhyolite Path
tfc:path/basalt, Basalt Path
tfc:path/andesite, Andesite Path
tfc:path/dacite, Dacite Path
tfc:path/quartzite, Quartzite Path
tfc:path/slate, Slate Path
tfc:path/phyllite, Phyllite Path
tfc:path/schist, Schist Path
tfc:path/gneiss, Gneiss Path
tfc:path/marble, Marble Path
tfc:path/breccia, Breccia Path
tfc:path/porphyry, Porphyry Path
tfc:path/peridotite, Peridotite Path
tfc:path/mudstone, Mudstone Path
tfc:path/sandstone, Sandstone Path
tfc:path/siltstone, Siltstone Path
tfc:path/catlinite, Catlinite Path
tfc:path/novaculite, Novaculite Path
tfc:path/soapstone, Soapstone Path
tfc:path/komatiite, Komatiite Path
tfc:ore/native_copper/granite, Granite Native Copper
tfc:ore/native_copper/diorite, Diorite Native Copper
tfc:ore/native_copper/gabbro, Gabbro Native Copper
tfc:ore/native_copper/shale, Shale Native Copper
tfc:ore/native_copper/claystone, Claystone Native Copper
tfc:ore/native_copper/rocksalt, Rocksalt Native Copper
tfc:ore/native_copper/limestone, Limestone Native Copper
tfc:ore/native_copper/conglomerate, Conglomerate Native Copper
tfc:ore/native_copper/dolomite, Dolomite Native Copper
tfc:ore/native_copper/chert, Chert Native Copper
tfc:ore/native_copper/chalk, Chalk Native Copper
tfc:ore/native_copper/rhyolite, Rhyolite Native Copper
tfc:ore/native_copper/basalt, Basalt Native Copper
tfc:ore/native_copper/andesite, Andesite Native Copper
tfc:ore/native_copper/dacite, Dacite Native Copper
tfc:ore/native_copper/quartzite, Quartzite Native Copper
tfc:ore/native_copper/slate, Slate Native Copper
tfc:ore/native_copper/phyllite, Phyllite Native Copper
tfc:ore/native_copper/schist, Schist Native Copper
tfc:ore/native_copper/gneiss, Gneiss Native Copper
tfc:ore/native_copper/marble, Marble Native Copper
tfc:ore/native_copper/breccia, Breccia Native Copper
tfc:ore/native_copper/porphyry, Porphyry Native Copper
tfc:ore/native_copper/peridotite, Peridotite Native Copper
tfc:ore/native_copper/mudstone, Mudstone Native Copper
tfc:ore/native_copper/sandstone, Sandstone Native Copper
tfc:ore/native_copper/siltstone, Siltstone Native Copper
tfc:ore/native_copper/catlinite, Catlinite Native Copper
tfc:ore/native_copper/novaculite, Novaculite Native Copper
tfc:ore/native_copper/soapstone, Soapstone Native Copper
tfc:ore/native_copper/komatiite, Komatiite Native Copper
tfc:ore/native_gold/granite, Granite Native Gold
tfc:ore/native_gold/diorite, Diorite Native Gold
tfc:ore/native_gold/gabbro, Gabbro Native Gold
tfc:ore/native_gold/shale, Shale Native Gold
tfc:ore/native_gold/claystone, Claystone Native Gold
tfc:ore/native_gold/rocksalt, Rocksalt Native Gold
tfc:ore/native_gold/limestone, Limestone Native Gold
tfc:ore/native_gold/conglomerate, Conglomerate Native Gold
tfc:ore/native_gold/dolomite, Dolomite Native Gold
tfc:ore/native_gold/chert, Chert Native Gold
tfc:ore/native_gold/chalk, Chalk Native Gold
tfc:ore/native_gold/rhyolite, Rhyolite Native Gold
tfc:ore/native_gold/basalt, Basalt Native Gold
tfc:ore/native_gold/andesite, Andesite Native Gold
tfc:ore/native_gold/dacite, Dacite Native Gold
tfc:ore/native_gold/quartzite, Quartzite Native Gold
tfc:ore/native_gold/slate, Slate Native Gold
tfc:ore/native_gold/phyllite, Phyllite Native Gold
tfc:ore/native_gold/schist, Schist Native Gold
tfc:ore/native_gold/gneiss, Gneiss Native Gold
tfc:ore/native_gold/marble, Marble Native Gold
tfc:ore/native_gold/breccia, Breccia Native Gold
tfc:ore/native_gold/porphyry, Porphyry Native Gold
tfc:ore/native_gold/peridotite, Peridotite Native Gold
tfc:ore/native_gold/mudstone, Mudstone Native Gold
tfc:ore/native_gold/sandstone, Sandstone Native Gold
tfc:ore/native_gold/siltstone, Siltstone Native Gold
tfc:ore/native_gold/catlinite, Catlinite Native Gold
tfc:ore/native_gold/novaculite, Novaculite Native Gold
tfc:ore/native_gold/soapstone, Soapstone Native Gold
tfc:ore/native_gold/komatiite, Komatiite Native Gold
tfc:ore/native_platinum/granite, Granite Native Platinum
tfc:ore/native_platinum/diorite, Diorite Native Platinum
tfc:ore/native_platinum/gabbro, Gabbro Native Platinum
tfc:ore/native_platinum/shale, Shale Native Platinum
tfc:ore/native_platinum/claystone, Claystone Native Platinum
tfc:ore/native_platinum/rocksalt, Rocksalt Native Platinum
tfc:ore/native_platinum/limestone, Limestone Native Platinum
tfc:ore/native_platinum/conglomerate, Conglomerate Native Platinum
tfc:ore/native_platinum/dolomite, Dolomite Native Platinum
tfc:ore/native_platinum/chert, Chert Native Platinum
tfc:ore/native_platinum/chalk, Chalk Native Platinum
tfc:ore/native_platinum/rhyolite, Rhyolite Native Platinum
tfc:ore/native_platinum/basalt, Basalt Native Platinum
tfc:ore/native_platinum/andesite, Andesite Native Platinum
tfc:ore/native_platinum/dacite, Dacite Native Platinum
tfc:ore/native_platinum/quartzite, Quartzite Native Platinum
tfc:ore/native_platinum/slate, Slate Native Platinum
tfc:ore/native_platinum/phyllite, Phyllite Native Platinum
tfc:ore/native_platinum/schist, Schist Native Platinum
tfc:ore/native_platinum/gneiss, Gneiss Native Platinum
tfc:ore/native_platinum/marble, Marble Native Platinum
tfc:ore/native_platinum/breccia, Breccia Native Platinum
tfc:ore/native_platinum/porphyry, Porphyry Native Platinum
tfc:ore/native_platinum/peridotite, Peridotite Native Platinum
tfc:ore/native_platinum/mudstone, Mudstone Native Platinum
tfc:ore/native_platinum/sandstone, Sandstone Native Platinum
tfc:ore/native_platinum/siltstone, Siltstone Native Platinum
tfc:ore/native_platinum/catlinite, Catlinite Native Platinum
tfc:ore/native_platinum/novaculite, Novaculite Native Platinum
tfc:ore/native_platinum/soapstone, Soapstone Native Platinum
tfc:ore/native_platinum/komatiite, Komatiite Native Platinum
tfc:ore/hematite/granite, Granite Hematite
tfc:ore/hematite/diorite, Diorite Hematite
tfc:ore/hematite/gabbro, Gabbro Hematite
tfc:ore/hematite/shale, Shale Hematite
tfc:ore/hematite/claystone, Claystone Hematite
tfc:ore/hematite/rocksalt, Rocksalt Hematite
tfc:ore/hematite/limestone, Limestone Hematite
tfc:ore/hematite/conglomerate, Conglomerate Hematite
tfc:ore/hematite/dolomite, Dolomite Hematite
tfc:ore/hematite/chert, Chert Hematite
tfc:ore/hematite/chalk, Chalk Hematite
tfc:ore/hematite/rhyolite, Rhyolite Hematite
tfc:ore/hematite/basalt, Basalt Hematite
tfc:ore/hematite/andesite, Andesite Hematite
tfc:ore/hematite/dacite, Dacite Hematite
tfc:ore/hematite/quartzite, Quartzite Hematite
tfc:ore/hematite/slate, Slate Hematite
tfc:ore/hematite/phyllite, Phyllite Hematite
tfc:ore/hematite/schist, Schist Hematite
tfc:ore/hematite/gneiss, Gneiss Hematite
tfc:ore/hematite/marble, Marble Hematite
tfc:ore/hematite/breccia, Breccia Hematite
tfc:ore/hematite/porphyry, Porphyry Hematite
tfc:ore/hematite/peridotite, Peridotite Hematite
tfc:ore/hematite/mudstone, Mudstone Hematite
tfc:ore/hematite/sandstone, Sandstone Hematite
tfc:ore/hematite/siltstone, Siltstone Hematite
tfc:ore/hematite/catlinite, Catlinite Hematite
tfc:ore/hematite/novaculite, Novaculite Hematite
tfc:ore/hematite/soapstone, Soapstone Hematite
tfc:ore/hematite/komatiite, Komatiite Hematite
tfc:ore/native_silver/granite, Granite Native Silver
tfc:ore/native_silver/diorite, Diorite Native Silver
tfc:ore/native_silver/gabbro, Gabbro Native Silver
tfc:ore/native_silver/shale, Shale Native Silver
tfc:ore/native_silver/claystone, Claystone Native Silver
tfc:ore/native_silver/rocksalt, Rocksalt Native Silver
tfc:ore/native_silver/limestone, Limestone Native Silver
tfc:ore/native_silver/conglomerate, Conglomerate Native Silver
tfc:ore/native_silver/dolomite, Dolomite Native Silver
tfc:ore/native_silver/chert, Chert Native Silver
tfc:ore/native_silver/chalk, Chalk Native Silver
tfc:ore/native_silver/rhyolite, Rhyolite Native Silver
tfc:ore/native_silver/basalt, Basalt Native Silver
tfc:ore/native_silver/andesite, Andesite Native Silver
tfc:ore/native_silver/dacite, Dacite Native Silver
tfc:ore/native_silver/quartzite, Quartzite Native Silver
tfc:ore/native_silver/slate, Slate Native Silver
tfc:ore/native_silver/phyllite, Phyllite Native Silver
tfc:ore/native_silver/schist, Schist Native Silver
tfc:ore/native_silver/gneiss, Gneiss Native Silver
tfc:ore/native_silver/marble, Marble Native Silver
tfc:ore/native_silver/breccia, Breccia Native Silver
tfc:ore/native_silver/porphyry, Porphyry Native Silver
tfc:ore/native_silver/peridotite, Peridotite Native Silver
tfc:ore/native_silver/mudstone, Mudstone Native Silver
tfc:ore/native_silver/sandstone, Sandstone Native Silver
tfc:ore/native_silver/siltstone, Siltstone Native Silver
tfc:ore/native_silver/catlinite, Catlinite Native Silver
tfc:ore/native_silver/novaculite, Novaculite Native Silver
tfc:ore/native_silver/soapstone, Soapstone Native Silver
tfc:ore/native_silver/komatiite, Komatiite Native Silver
tfc:ore/cassiterite/granite, Granite Cassiterite
tfc:ore/cassiterite/diorite, Diorite Cassiterite
tfc:ore/cassiterite/gabbro, Gabbro Cassiterite
tfc:ore/cassiterite/shale, Shale Cassiterite
tfc:ore/cassiterite/claystone, Claystone Cassiterite
tfc:ore/cassiterite/rocksalt, Rocksalt Cassiterite
tfc:ore/cassiterite/limestone, Limestone Cassiterite
tfc:ore/cassiterite/conglomerate, Conglomerate Cassiterite
tfc:ore/cassiterite/dolomite, Dolomite Cassiterite
tfc:ore/cassiterite/chert, Chert Cassiterite
tfc:ore/cassiterite/chalk, Chalk Cassiterite
tfc:ore/cassiterite/rhyolite, Rhyolite Cassiterite
tfc:ore/cassiterite/basalt, Basalt Cassiterite
tfc:ore/cassiterite/andesite, Andesite Cassiterite
tfc:ore/cassiterite/dacite, Dacite Cassiterite
tfc:ore/cassiterite/quartzite, Quartzite Cassiterite
tfc:ore/cassiterite/slate, Slate Cassiterite
tfc:ore/cassiterite/phyllite, Phyllite Cassiterite
tfc:ore/cassiterite/schist, Schist Cassiterite
tfc:ore/cassiterite/gneiss, Gneiss Cassiterite
tfc:ore/cassiterite/marble, Marble Cassiterite
tfc:ore/cassiterite/breccia, Breccia Cassiterite
tfc:ore/cassiterite/porphyry, Porphyry Cassiterite
tfc:ore/cassiterite/peridotite, Peridotite Cassiterite
tfc:ore/cassiterite/mudstone, Mudstone Cassiterite
tfc:ore/cassiterite/sandstone, Sandstone Cassiterite
tfc:ore/cassiterite/siltstone, Siltstone Cassiterite
tfc:ore/cassiterite/catlinite, Catlinite Cassiterite
tfc:ore/cassiterite/novaculite, Novaculite Cassiterite
tfc:ore/cassiterite/soapstone, Soapstone Cassiterite
tfc:ore/cassiterite/komatiite, Komatiite Cassiterite
tfc:ore/galena/granite, Granite Galena
tfc:ore/galena/diorite, Diorite Galena
tfc:ore/galena/gabbro, Gabbro Galena
tfc:ore/galena/shale, Shale Galena
tfc:ore/galena/claystone, Claystone Galena
tfc:ore/galena/rocksalt, Rocksalt Galena
tfc:ore/galena/limestone, Limestone Galena
tfc:ore/galena/conglomerate, Conglomerate Galena
tfc:ore/galena/dolomite, Dolomite Galena
tfc:ore/galena/chert, Chert Galena
tfc:ore/galena/chalk, Chalk Galena
tfc:ore/galena/rhyolite, Rhyolite Galena
tfc:ore/galena/basalt, Basalt Galena
tfc:ore/galena/andesite, Andesite Galena
tfc:ore/galena/dacite, Dacite Galena
tfc:ore/galena/quartzite, Quartzite Galena
tfc:ore/galena/slate, Slate Galena
tfc:ore/galena/phyllite, Phyllite Galena
tfc:ore/galena/schist, Schist Galena
tfc:ore/galena/gneiss, Gneiss Galena
tfc:ore/galena/marble, Marble Galena
tfc:ore/galena/breccia, Breccia Galena
tfc:ore/galena/porphyry, Porphyry Galena
tfc:ore/galena/peridotite, Peridotite Galena
tfc:ore/galena/mudstone, Mudstone Galena
tfc:ore/galena/sandstone, Sandstone Galena
tfc:ore/galena/siltstone, Siltstone Galena
tfc:ore/galena/catlinite, Catlinite Galena
tfc:ore/galena/novaculite, Novaculite Galena
tfc:ore/galena/soapstone, Soapstone Galena
tfc:ore/galena/komatiite, Komatiite Galena
tfc:ore/bismuthinite/granite, Granite Bismuthinite
tfc:ore/bismuthinite/diorite, Diorite Bismuthinite
tfc:ore/bismuthinite/gabbro, Gabbro Bismuthinite
tfc:ore/bismuthinite/shale, Shale Bismuthinite
tfc:ore/bismuthinite/claystone, Claystone Bismuthinite
tfc:ore/bismuthinite/rocksalt, Rocksalt Bismuthinite
tfc:ore/bismuthinite/limestone, Limestone Bismuthinite
tfc:ore/bismuthinite/conglomerate, Conglomerate Bismuthinite
tfc:ore/bismuthinite/dolomite, Dolomite Bismuthinite
tfc:ore/bismuthinite/chert, Chert Bismuthinite
tfc:ore/bismuthinite/chalk, Chalk Bismuthinite
tfc:ore/bismuthinite/rhyolite, Rhyolite Bismuthinite
tfc:ore/bismuthinite/basalt, Basalt Bismuthinite
tfc:ore/bismuthinite/andesite, Andesite Bismuthinite
tfc:ore/bismuthinite/dacite, Dacite Bismuthinite
tfc:ore/bismuthinite/quartzite, Quartzite Bismuthinite
tfc:ore/bismuthinite/slate, Slate Bismuthinite
tfc:ore/bismuthinite/phyllite, Phyllite Bismuthinite
tfc:ore/bismuthinite/schist, Schist Bismuthinite
tfc:ore/bismuthinite/gneiss, Gneiss Bismuthinite
tfc:ore/bismuthinite/marble, Marble Bismuthinite
tfc:ore/bismuthinite/breccia, Breccia Bismuthinite
tfc:ore/bismuthinite/porphyry, Porphyry Bismuthinite
tfc:ore/bismuthinite/peridotite, Peridotite Bismuthinite
tfc:ore/bismuthinite/mudstone, Mudstone Bismuthinite
tfc:ore/bismuthinite/sandstone, Sandstone Bismuthinite
tfc:ore/bismuthinite/siltstone, Siltstone Bismuthinite
tfc:ore/bismuthinite/catlinite, Catlinite Bismuthinite
tfc:ore/bismuthinite/novaculite, Novaculite Bismuthinite
tfc:ore/bismuthinite/soapstone, Soapstone Bismuthinite
tfc:ore/bismuthinite/komatiite, Komatiite Bismuthinite
tfc:ore/garnierite/granite, Granite Garnierite
tfc:ore/garnierite/diorite, Diorite Garnierite
tfc:ore/garnierite/gabbro, Gabbro Garnierite
tfc:ore/garnierite/shale, Shale Garnierite
tfc:ore/garnierite/claystone, Claystone Garnierite
tfc:ore/garnierite/rocksalt, Rocksalt Garnierite
tfc:ore/garnierite/limestone, Limestone Garnierite
tfc:ore/garnierite/conglomerate, Conglomerate Garnierite
tfc:ore/garnierite/dolomite, Dolomite Garnierite
tfc:ore/garnierite/chert, Chert Garnierite
tfc:ore/garnierite/chalk, Chalk Garnierite
tfc:ore/garnierite/rhyolite, Rhyolite Garnierite
tfc:ore/garnierite/basalt, Basalt Garnierite
tfc:ore/garnierite/andesite, Andesite Garnierite
tfc:ore/garnierite/dacite, Dacite Garnierite
tfc:ore/garnierite/quartzite, Quartzite Garnierite
tfc:ore/garnierite/slate, Slate Garnierite
tfc:ore/garnierite/phyllite, Phyllite Garnierite
tfc:ore/garnierite/schist, Schist Garnierite
tfc:ore/garnierite/gneiss, Gneiss Garnierite
tfc:ore/garnierite/marble, Marble Garnierite
tfc:ore/garnierite/breccia, Breccia Garnierite
tfc:ore/garnierite/porphyry, Porphyry Garnierite
tfc:ore/garnierite/peridotite, Peridotite Garnierite
tfc:ore/garnierite/mudstone, Mudstone Garnierite
tfc:ore/garnierite/sandstone, Sandstone Garnierite
tfc:ore/garnierite/siltstone, Siltstone Garnierite
tfc:ore/garnierite/catlinite, Catlinite Garnierite
tfc:ore/garnierite/novaculite, Novaculite Garnierite
tfc:ore/garnierite/soapstone, Soapstone Garnierite
tfc:ore/garnierite/komatiite, Komatiite Garnierite
tfc:ore/malachite/granite, Granite Malachite
tfc:ore/malachite/diorite, Diorite Malachite
tfc:ore/malachite/gabbro, Gabbro Malachite
tfc:ore/malachite/shale, Shale Malachite
tfc:ore/malachite/claystone, Claystone Malachite
tfc:ore/malachite/rocksalt, Rocksalt Malachite
tfc:ore/malachite/limestone, Limestone Malachite
tfc:ore/malachite/conglomerate, Conglomerate Malachite
tfc:ore/malachite/dolomite, Dolomite Malachite
tfc:ore/malachite/chert, Chert Malachite
tfc:ore/malachite/chalk, Chalk Malachite
tfc:ore/malachite/rhyolite, Rhyolite Malachite
tfc:ore/malachite/basalt, Basalt Malachite
tfc:ore/malachite/andesite, Andesite Malachite
tfc:ore/malachite/dacite, Dacite Malachite
tfc:ore/malachite/quartzite, Quartzite Malachite
tfc:ore/malachite/slate, Slate Malachite
tfc:ore/malachite/phyllite, Phyllite Malachite
tfc:ore/malachite/schist, Schist Malachite
tfc:ore/malachite/gneiss, Gneiss Malachite
tfc:ore/malachite/marble, Marble Malachite
tfc:ore/malachite/breccia, Breccia Malachite
tfc:ore/malachite/porphyry, Porphyry Malachite
tfc:ore/malachite/peridotite, Peridotite Malachite
tfc:ore/malachite/mudstone, Mudstone Malachite
tfc:ore/malachite/sandstone, Sandstone Malachite
tfc:ore/malachite/siltstone, Siltstone Malachite
tfc:ore/malachite/catlinite, Catlinite Malachite
tfc:ore/malachite/novaculite, Novaculite Malachite
tfc:ore/malachite/soapstone, Soapstone Malachite
tfc:ore/malachite/komatiite, Komatiite Malachite
tfc:ore/magnetite/granite, Granite Magnetite
tfc:ore/magnetite/diorite, Diorite Magnetite
tfc:ore/magnetite/gabbro, Gabbro Magnetite
tfc:ore/magnetite/shale, Shale Magnetite
tfc:ore/magnetite/claystone, Claystone Magnetite
tfc:ore/magnetite/rocksalt, Rocksalt Magnetite
tfc:ore/magnetite/limestone, Limestone Magnetite
tfc:ore/magnetite/conglomerate, Conglomerate Magnetite
tfc:ore/magnetite/dolomite, Dolomite Magnetite
tfc:ore/magnetite/chert, Chert Magnetite
tfc:ore/magnetite/chalk, Chalk Magnetite
tfc:ore/magnetite/rhyolite, Rhyolite Magnetite
tfc:ore/magnetite/basalt, Basalt Magnetite
tfc:ore/magnetite/andesite, Andesite Magnetite
tfc:ore/magnetite/dacite, Dacite Magnetite
tfc:ore/magnetite/quartzite, Quartzite Magnetite
tfc:ore/magnetite/slate, Slate Magnetite
tfc:ore/magnetite/phyllite, Phyllite Magnetite
tfc:ore/magnetite/schist, Schist Magnetite
tfc:ore/magnetite/gneiss, Gneiss Magnetite
tfc:ore/magnetite/marble, Marble Magnetite
tfc:ore/magnetite/breccia, Breccia Magnetite
tfc:ore/magnetite/porphyry, Porphyry Magnetite
tfc:ore/magnetite/peridotite, Peridotite Magnetite
tfc:ore/magnetite/mudstone, Mudstone Magnetite
tfc:ore/magnetite/sandstone, Sandstone Magnetite
tfc:ore/magnetite/siltstone, Siltstone Magnetite
tfc:ore/magnetite/catlinite, Catlinite Magnetite
tfc:ore/magnetite/novaculite, Novaculite Magnetite
tfc:ore/magnetite/soapstone, Soapstone Magnetite
tfc:ore/magnetite/komatiite, Komatiite Magnetite
tfc:ore/limonite/granite, Granite Limonite
tfc:ore/limonite/diorite, Diorite Limonite
tfc:ore/limonite/gabbro, Gabbro Limonite
tfc:ore/limonite/shale, Shale Limonite
tfc:ore/limonite/claystone, Claystone Limonite
tfc:ore/limonite/rocksalt, Rocksalt Limonite
tfc:ore/limonite/limestone, Limestone Limonite
tfc:ore/limonite/conglomerate, Conglomerate Limonite
tfc:ore/limonite/dolomite, Dolomite Limonite
tfc:ore/limonite/chert, Chert Limonite
tfc:ore/limonite/chalk, Chalk Limonite
tfc:ore/limonite/rhyolite, Rhyolite Limonite
tfc:ore/limonite/basalt, Basalt Limonite
tfc:ore/limonite/andesite, Andesite Limonite
tfc:ore/limonite/dacite, Dacite Limonite
tfc:ore/limonite/quartzite, Quartzite Limonite
tfc:ore/limonite/slate, Slate Limonite
tfc:ore/limonite/phyllite, Phyllite Limonite
tfc:ore/limonite/schist, Schist Limonite
tfc:ore/limonite/gneiss, Gneiss Limonite
tfc:ore/limonite/marble, Marble Limonite
tfc:ore/limonite/breccia, Breccia Limonite
tfc:ore/limonite/porphyry, Porphyry Limonite
tfc:ore/limonite/peridotite, Peridotite Limonite
tfc:ore/limonite/mudstone, Mudstone Limonite
tfc:ore/limonite/sandstone, Sandstone Limonite
tfc:ore/limonite/siltstone, Siltstone Limonite
tfc:ore/limonite/catlinite, Catlinite Limonite
tfc:ore/limonite/novaculite, Novaculite Limonite
tfc:ore/limonite/soapstone, Soapstone Limonite
tfc:ore/limonite/komatiite, Komatiite Limonite
tfc:ore/sphalerite/granite, Granite Sphalerite
tfc:ore/sphalerite/diorite, Diorite Sphalerite
tfc:ore/sphalerite/gabbro, Gabbro Sphalerite
tfc:ore/sphalerite/shale, Shale Sphalerite
tfc:ore/sphalerite/claystone, Claystone Sphalerite
tfc:ore/sphalerite/rocksalt, Rocksalt Sphalerite
tfc:ore/sphalerite/limestone, Limestone Sphalerite
tfc:ore/sphalerite/conglomerate, Conglomerate Sphalerite
tfc:ore/sphalerite/dolomite, Dolomite Sphalerite
tfc:ore/sphalerite/chert, Chert Sphalerite
tfc:ore/sphalerite/chalk, Chalk Sphalerite
tfc:ore/sphalerite/rhyolite, Rhyolite Sphalerite
tfc:ore/sphalerite/basalt, Basalt Sphalerite
tfc:ore/sphalerite/andesite, Andesite Sphalerite
tfc:ore/sphalerite/dacite, Dacite Sphalerite
tfc:ore/sphalerite/quartzite, Quartzite Sphalerite
tfc:ore/sphalerite/slate, Slate Sphalerite
tfc:ore/sphalerite/phyllite, Phyllite Sphalerite
tfc:ore/sphalerite/schist, Schist Sphalerite
tfc:ore/sphalerite/gneiss, Gneiss Sphalerite
tfc:ore/sphalerite/marble, Marble Sphalerite
tfc:ore/sphalerite/breccia, Breccia Sphalerite
tfc:ore/sphalerite/porphyry, Porphyry Sphalerite
tfc:ore/sphalerite/peridotite, Peridotite Sphalerite
tfc:ore/sphalerite/mudstone, Mudstone Sphalerite
tfc:ore/sphalerite/sandstone, Sandstone Sphalerite
tfc:ore/sphalerite/siltstone, Siltstone Sphalerite
tfc:ore/sphalerite/catlinite, Catlinite Sphalerite
tfc:ore/sphalerite/novaculite, Novaculite Sphalerite
tfc:ore/sphalerite/soapstone, Soapstone Sphalerite
tfc:ore/sphalerite/komatiite, Komatiite Sphalerite
tfc:ore/tetrahedrite/granite, Granite Tetrahedrite
tfc:ore/tetrahedrite/diorite, Diorite Tetrahedrite
tfc:ore/tetrahedrite/gabbro, Gabbro Tetrahedrite
tfc:ore/tetrahedrite/shale, Shale Tetrahedrite
tfc:ore/tetrahedrite/claystone, Claystone Tetrahedrite
tfc:ore/tetrahedrite/rocksalt, Rocksalt Tetrahedrite
tfc:ore/tetrahedrite/limestone, Limestone Tetrahedrite
tfc:ore/tetrahedrite/conglomerate, Conglomerate Tetrahedrite
tfc:ore/tetrahedrite/dolomite, Dolomite Tetrahedrite
tfc:ore/tetrahedrite/chert, Chert Tetrahedrite
tfc:ore/tetrahedrite/chalk, Chalk Tetrahedrite
tfc:ore/tetrahedrite/rhyolite, Rhyolite Tetrahedrite
tfc:ore/tetrahedrite/basalt, Basalt Tetrahedrite
tfc:ore/tetrahedrite/andesite, Andesite Tetrahedrite
tfc:ore/tetrahedrite/dacite, Dacite Tetrahedrite
tfc:ore/tetrahedrite/quartzite, Quartzite Tetrahedrite
tfc:ore/tetrahedrite/slate, Slate Tetrahedrite
tfc:ore/tetrahedrite/phyllite, Phyllite Tetrahedrite
tfc:ore/tetrahedrite/schist, Schist Tetrahedrite
tfc:ore/tetrahedrite/gneiss, Gneiss Tetrahedrite
tfc:ore/tetrahedrite/marble, Marble Tetrahedrite
tfc:ore/tetrahedrite/breccia, Breccia Tetrahedrite
tfc:ore/tetrahedrite/porphyry, Porphyry Tetrahedrite
tfc:ore/tetrahedrite/peridotite, Peridotite Tetrahedrite
tfc:ore/tetrahedrite/mudstone, Mudstone Tetrahedrite
tfc:ore/tetrahedrite/sandstone, Sandstone Tetrahedrite
tfc:ore/tetrahedrite/siltstone, Siltstone Tetrahedrite
tfc:ore/tetrahedrite/catlinite, Catlinite Tetrahedrite
tfc:ore/tetrahedrite/novaculite, Novaculite Tetrahedrite
tfc:ore/tetrahedrite/soapstone, Soapstone Tetrahedrite
tfc:ore/tetrahedrite/komatiite, Komatiite Tetrahedrite
tfc:ore/bituminous_coal/granite, Granite Bituminous Coal
tfc:ore/bituminous_coal/diorite, Diorite Bituminous Coal
tfc:ore/bituminous_coal/gabbro, Gabbro Bituminous Coal
tfc:ore/bituminous_coal/shale, Shale Bituminous Coal
tfc:ore/bituminous_coal/claystone, Claystone Bituminous Coal
tfc:ore/bituminous_coal/rocksalt, Rocksalt Bituminous Coal
tfc:ore/bituminous_coal/limestone, Limestone Bituminous Coal
tfc:ore/bituminous_coal/conglomerate, Conglomerate Bituminous Coal
tfc:ore/bituminous_coal/dolomite, Dolomite Bituminous Coal
tfc:ore/bituminous_coal/chert, Chert Bituminous Coal
tfc:ore/bituminous_coal/chalk, Chalk Bituminous Coal
tfc:ore/bituminous_coal/rhyolite, Rhyolite Bituminous Coal
tfc:ore/bituminous_coal/basalt, Basalt Bituminous Coal
tfc:ore/bituminous_coal/andesite, Andesite Bituminous Coal
tfc:ore/bituminous_coal/dacite, Dacite Bituminous Coal
tfc:ore/bituminous_coal/quartzite, Quartzite Bituminous Coal
tfc:ore/bituminous_coal/slate, Slate Bituminous Coal
tfc:ore/bituminous_coal/phyllite, Phyllite Bituminous Coal
tfc:ore/bituminous_coal/schist, Schist Bituminous Coal
tfc:ore/bituminous_coal/gneiss, Gneiss Bituminous Coal
tfc:ore/bituminous_coal/marble, Marble Bituminous Coal
tfc:ore/bituminous_coal/breccia, Breccia Bituminous Coal
tfc:ore/bituminous_coal/porphyry, Porphyry Bituminous Coal
tfc:ore/bituminous_coal/peridotite, Peridotite Bituminous Coal
tfc:ore/bituminous_coal/mudstone, Mudstone Bituminous Coal
tfc:ore/bituminous_coal/sandstone, Sandstone Bituminous Coal
tfc:ore/bituminous_coal/siltstone, Siltstone Bituminous Coal
tfc:ore/bituminous_coal/catlinite, Catlinite Bituminous Coal
tfc:ore/bituminous_coal/novaculite, Novaculite Bituminous Coal
tfc:ore/bituminous_coal/soapstone, Soapstone Bituminous Coal
tfc:ore/bituminous_coal/komatiite, Komatiite Bituminous Coal
tfc:ore/lignite/granite, Granite Lignite
tfc:ore/lignite/diorite, Diorite Lignite
tfc:ore/lignite/gabbro, Gabbro Lignite
tfc:ore/lignite/shale, Shale Lignite
tfc:ore/lignite/claystone, Claystone Lignite
